split,pair_key,category,pair_id,attack_length,control_length,common_length,window,stride,window_count_per_member,first_window_start,last_window_start,last_window_end_exclusive,attack_native_window_count,control_native_window_count,attack_windows_removed,control_windows_removed,identical_ordered_window_starts
train,P2TR-K1-029,k1_one_hop,V5-P2-FINAL640-P2TR-K1-029-S6T7-SEED620029,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-030,k1_one_hop,V5-P2-FINAL640-P2TR-K1-030-S8T9-SEED620030,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-031,k1_one_hop,V5-P2-FINAL640-P2TR-K1-031-S6T10-SEED620031,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-032,k1_one_hop,V5-P2-FINAL640-P2TR-K1-032-S1T2-SEED620032,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-033,k1_short,V5-P2-FINAL640-P2TR-K1-033-S15T7-SEED620033,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-034,k1_short,V5-P2-FINAL640-P2TR-K1-034-S4T12-SEED620034,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-035,k1_short,V5-P2-FINAL640-P2TR-K1-035-S6T1-SEED620035,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-036,k1_short,V5-P2-FINAL640-P2TR-K1-036-S6T11-SEED620036,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-037,k1_short,V5-P2-FINAL640-P2TR-K1-037-S12T14-SEED620037,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-038,k1_short,V5-P2-FINAL640-P2TR-K1-038-S4T9-SEED620038,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-039,k1_short,V5-P2-FINAL640-P2TR-K1-039-S1T3-SEED620039,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-040,k1_short,V5-P2-FINAL640-P2TR-K1-040-S0T2-SEED620040,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-041,k1_short,V5-P2-FINAL640-P2TR-K1-041-S13T15-SEED620041,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-042,k1_short,V5-P2-FINAL640-P2TR-K1-042-S3T11-SEED620042,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-043,k1_short,V5-P2-FINAL640-P2TR-K1-043-S15T13-SEED620043,701,702,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-044,k1_short,V5-P2-FINAL640-P2TR-K1-044-S10T15-SEED620044,725,725,725,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-045,k1_short,V5-P2-FINAL640-P2TR-K1-045-S9T14-SEED620045,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-046,k1_short,V5-P2-FINAL640-P2TR-K1-046-S7T10-SEED620046,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-047,k1_short,V5-P2-FINAL640-P2TR-K1-047-S14T12-SEED620047,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-048,k1_short,V5-P2-FINAL640-P2TR-K1-048-S11T14-SEED620048,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-049,k1_short,V5-P2-FINAL640-P2TR-K1-049-S1T4-SEED620049,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-050,k1_short,V5-P2-FINAL640-P2TR-K1-050-S3T6-SEED620050,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-051,k1_short,V5-P2-FINAL640-P2TR-K1-051-S5T10-SEED620051,722,722,722,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-052,k1_short,V5-P2-FINAL640-P2TR-K1-052-S9T12-SEED620052,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-053,k1_short,V5-P2-FINAL640-P2TR-K1-053-S9T4-SEED620053,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-054,k1_short,V5-P2-FINAL640-P2TR-K1-054-S7T15-SEED620054,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-055,k1_short,V5-P2-FINAL640-P2TR-K1-055-S1T9-SEED620055,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-056,k1_short,V5-P2-FINAL640-P2TR-K1-056-S6T9-SEED620056,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-057,k1_short,V5-P2-FINAL640-P2TR-K1-057-S9T6-SEED620057,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-058,k1_short,V5-P2-FINAL640-P2TR-K1-058-S9T11-SEED620058,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-059,k1_short,V5-P2-FINAL640-P2TR-K1-059-S11T6-SEED620059,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-060,k1_short,V5-P2-FINAL640-P2TR-K1-060-S0T5-SEED620060,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-061,k1_short,V5-P2-FINAL640-P2TR-K1-061-S10T2-SEED620061,725,725,725,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-062,k1_short,V5-P2-FINAL640-P2TR-K1-062-S8T13-SEED620062,711,712,711,32,8,85,0,672,704,85,86,0,1,True
train,P2TR-K1-063,k1_short,V5-P2-FINAL640-P2TR-K1-063-S13T5-SEED620063,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-064,k1_short,V5-P2-FINAL640-P2TR-K1-064-S12T9-SEED620064,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-065,k1_medium,V5-P2-FINAL640-P2TR-K1-065-S3T5-SEED620065,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-066,k1_medium,V5-P2-FINAL640-P2TR-K1-066-S15T9-SEED620066,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-067,k1_medium,V5-P2-FINAL640-P2TR-K1-067-S10T12-SEED620067,725,725,725,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-068,k1_medium,V5-P2-FINAL640-P2TR-K1-068-S11T5-SEED620068,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-069,k1_medium,V5-P2-FINAL640-P2TR-K1-069-S2T9-SEED620069,706,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-070,k1_medium,V5-P2-FINAL640-P2TR-K1-070-S5T14-SEED620070,722,722,722,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-071,k1_medium,V5-P2-FINAL640-P2TR-K1-071-S7T4-SEED620071,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-072,k1_medium,V5-P2-FINAL640-P2TR-K1-072-S7T9-SEED620072,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-073,k1_medium,V5-P2-FINAL640-P2TR-K1-073-S0T9-SEED620073,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-074,k1_medium,V5-P2-FINAL640-P2TR-K1-074-S4T10-SEED620074,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-075,k1_medium,V5-P2-FINAL640-P2TR-K1-075-S5T12-SEED620075,722,722,722,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-076,k1_medium,V5-P2-FINAL640-P2TR-K1-076-S11T13-SEED620076,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-077,k1_medium,V5-P2-FINAL640-P2TR-K1-077-S8T6-SEED620077,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-078,k1_medium,V5-P2-FINAL640-P2TR-K1-078-S6T0-SEED620078,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-079,k1_medium,V5-P2-FINAL640-P2TR-K1-079-S8T14-SEED620079,711,712,711,32,8,85,0,672,704,85,86,0,1,True
train,P2TR-K1-080,k1_medium,V5-P2-FINAL640-P2TR-K1-080-S4T2-SEED620080,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-081,k1_medium,V5-P2-FINAL640-P2TR-K1-081-S15T12-SEED620081,701,702,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-082,k1_medium,V5-P2-FINAL640-P2TR-K1-082-S4T7-SEED620082,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-083,k1_medium,V5-P2-FINAL640-P2TR-K1-083-S6T15-SEED620083,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-084,k1_medium,V5-P2-FINAL640-P2TR-K1-084-S13T4-SEED620084,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-085,k1_medium,V5-P2-FINAL640-P2TR-K1-085-S12T0-SEED620085,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-086,k1_medium,V5-P2-FINAL640-P2TR-K1-086-S12T15-SEED620086,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-087,k1_medium,V5-P2-FINAL640-P2TR-K1-087-S11T2-SEED620087,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-088,k1_medium,V5-P2-FINAL640-P2TR-K1-088-S9T7-SEED620088,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-089,k1_medium,V5-P2-FINAL640-P2TR-K1-089-S5T11-SEED620089,722,722,722,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-090,k1_medium,V5-P2-FINAL640-P2TR-K1-090-S7T1-SEED620090,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-091,k1_medium,V5-P2-FINAL640-P2TR-K1-091-S9T0-SEED620091,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-092,k1_medium,V5-P2-FINAL640-P2TR-K1-092-S0T3-SEED620092,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-093,k1_medium,V5-P2-FINAL640-P2TR-K1-093-S13T6-SEED620093,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-094,k1_medium,V5-P2-FINAL640-P2TR-K1-094-S2T4-SEED620094,706,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-095,k1_medium,V5-P2-FINAL640-P2TR-K1-095-S10T4-SEED620095,725,725,725,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-096,k1_medium,V5-P2-FINAL640-P2TR-K1-096-S0T6-SEED620096,700,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-097,k1_long,V5-P2-FINAL640-P2TR-K1-097-S4T14-SEED620097,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-098,k1_long,V5-P2-FINAL640-P2TR-K1-098-S0T13-SEED620098,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-099,k1_long,V5-P2-FINAL640-P2TR-K1-099-S3T13-SEED620099,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-100,k1_long,V5-P2-FINAL640-P2TR-K1-100-S12T2-SEED620100,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-101,k1_long,V5-P2-FINAL640-P2TR-K1-101-S9T3-SEED620101,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-102,k1_long,V5-P2-FINAL640-P2TR-K1-102-S15T4-SEED620102,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-103,k1_long,V5-P2-FINAL640-P2TR-K1-103-S0T14-SEED620103,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-104,k1_long,V5-P2-FINAL640-P2TR-K1-104-S15T8-SEED620104,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-105,k1_long,V5-P2-FINAL640-P2TR-K1-105-S2T8-SEED620105,706,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-106,k1_long,V5-P2-FINAL640-P2TR-K1-106-S15T2-SEED620106,701,701,701,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-107,k1_long,V5-P2-FINAL640-P2TR-K1-107-S0T15-SEED620107,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-108,k1_long,V5-P2-FINAL640-P2TR-K1-108-S3T8-SEED620108,700,700,700,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-109,k1_long,V5-P2-FINAL640-P2TR-K1-109-S10T0-SEED620109,725,725,725,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K1-110,k1_long,V5-P2-FINAL640-P2TR-K1-110-S8T7-SEED620110,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-111,k1_long,V5-P2-FINAL640-P2TR-K1-111-S13T7-SEED620111,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-112,k1_long,V5-P2-FINAL640-P2TR-K1-112-S8T3-SEED620112,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-113,k1_long,V5-P2-FINAL640-P2TR-K1-113-S11T4-SEED620113,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-114,k1_long,V5-P2-FINAL640-P2TR-K1-114-S14T4-SEED620114,703,704,703,32,8,84,0,664,696,84,85,0,1,True
train,P2TR-K1-115,k1_long,V5-P2-FINAL640-P2TR-K1-115-S12T6-SEED620115,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K1-116,k1_long,V5-P2-FINAL640-P2TR-K1-116-S8T2-SEED620116,712,712,712,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K1-117,k1_long,V5-P2-FINAL640-P2TR-K1-117-S13T3-SEED620117,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K1-118,k1_long,V5-P2-FINAL640-P2TR-K1-118-S7T13-SEED620118,703,703,703,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K1-119,k1_long,V5-P2-FINAL640-P2TR-K1-119-S14T1-SEED620119,703,704,703,32,8,84,0,664,696,84,85,0,1,True
train,P2TR-K1-120,k1_long,V5-P2-FINAL640-P2TR-K1-120-S0T11-SEED620120,699,699,699,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-123,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-123-S2T2-S0T5-SEED620123,707,708,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-124,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-124-S5T5-S2T7-SEED620124,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-125,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-125-S4T12-S8T8-SEED620125,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-126,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-126-S14T14-S3T8-SEED620126,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-127,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-127-S8T8-S5T11-SEED620127,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-129,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-129-S11T11-S9T1-SEED620129,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-130,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-130-S5T5-S2T10-SEED620130,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-131,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-131-S10T10-S11T9-SEED620131,717,717,717,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-132,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-132-S6T6-S1T7-SEED620132,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-133,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-133-S5T5-S0T7-SEED620133,713,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-134,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-134-S5T10-S8T8-SEED620134,714,714,714,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-135,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-135-S3T5-S15T15-SEED620135,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-136,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-136-S0T0-S7T15-SEED620136,709,708,708,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-137,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-137-S10T10-S7T7-SEED620137,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-138,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-138-S12T8-S4T4-SEED620138,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-139,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-139-S14T5-S1T1-SEED620139,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-140,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-140-S12T11-S9T9-SEED620140,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-141,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-141-S11T11-S1T4-SEED620141,717,717,717,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-142,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-142-S5T0-S0T0-SEED620142,713,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-143,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-143-S4T10-S0T0-SEED620143,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-144,k2_local_mixed,V5-P2-FINAL640-P2TR-K2-144-S7T6-S8T8-SEED620144,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-145,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-145-S13T1-S0T1-SEED620145,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-146,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-146-S5T12-S8T12-SEED620146,713,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-147,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-147-S5T7-S8T7-SEED620147,714,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-148,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-148-S7T15-S10T15-SEED620148,709,709,709,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-149,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-149-S7T11-S2T11-SEED620149,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-150,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-150-S8T2-S0T2-SEED620150,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-151,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-151-S0T6-S11T6-SEED620151,706,706,706,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-152,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-152-S12T4-S0T4-SEED620152,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-153,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-153-S14T5-S13T5-SEED620153,710,710,710,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-154,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-154-S8T1-S13T1-SEED620154,717,717,717,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-155,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-155-S14T13-S1T13-SEED620155,716,716,716,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-156,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-156-S3T15-S6T15-SEED620156,704,704,704,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-157,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-157-S11T0-S7T0-SEED620157,705,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-158,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-158-S3T10-S15T10-SEED620158,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-159,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-159-S11T14-S8T14-SEED620159,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-160,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-160-S15T12-S6T12-SEED620160,695,695,695,32,8,83,0,656,688,83,83,0,0,True
train,P2TR-K2-161,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-161-S9T11-S13T11-SEED620161,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-162,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-162-S14T3-S2T3-SEED620162,711,711,711,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-163,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-163-S10T5-S2T5-SEED620163,707,707,707,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-164,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-164-S2T14-S12T14-SEED620164,696,696,696,32,8,84,0,664,696,84,84,0,0,True
train,P2TR-K2-165,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-165-S13T6-S4T6-SEED620165,708,708,708,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-166,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-166-S3T12-S7T12-SEED620166,708,709,708,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-167,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-167-S6T8-S4T8-SEED620167,705,705,705,32,8,85,0,672,704,85,85,0,0,True
train,P2TR-K2-168,k2_converging_victim,V5-P2-FINAL640-P2TR-K2-168-S13T0-S6T0-SEED620168,723,723,723,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K2-169,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-169-S11T14-S8T15-SEED620169,719,719,719,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-170,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-170-S6T0-S5T8-SEED620170,724,724,724,32,8,87,0,688,720,87,87,0,0,True
train,P2TR-K2-171,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-171-S8T5-S14T5-SEED620171,713,713,713,32,8,86,0,680,712,86,86,0,0,True
train,P2TR-K2-174,k2_shared_transit,V5-P2-FINAL640-P2TR-K2-174-S11T4-S3T13-SEED620174,705,706,705,32,8,85,0,672,704,85,85,0,0,True
